Country,Opportunity_Organization_Name,End_Date,End_Month,Number_of_KG,Price_per_KG_(converted)_Currency,Price_per_KG_(converted),Total_Sales_(converted)_Currency,Total_Sales_(converted),Component_Metrics:_ID
Guinea Bissau,N'DELUGAN,24/06/2022,(06) JUN 2022,86475,USD,1.08,USD,93393.59,a1Rt0000005TJPe
Guinea Bissau,N'DELUGAN,24/06/2022,(06) JUN 2022,98765,USD,1.08,USD,106666.87,a1Rt0000005TJPj
Guinea Bissau,N'DELUGAN,24/06/2022,(06) JUN 2022,106360,USD,1.08,USD,114869.53,a1Rt0000005TJPo
Guinea Bissau,N'DELUGAN,24/06/2022,(06) JUN 2022,102645,USD,1.08,USD,110857.3,a1Rt0000005TJPt
Guinea Bissau,N'DELUGAN,24/06/2022,(06) JUN 2022,98235,USD,1.08,USD,106094.47,a1Rt0000005TJPy
Guinea Bissau,BUWONDENA,11/5/2022,(05) MAY 2022,3031,USD,0.68,USD,2045.94,a1Rt0000005TJQD
Guinea Bissau,BALANTA CUNDA,14/06/2022,(06) JUN 2022,3600,USD,0.68,USD,2430.02,a1Rt0000005TJQI
Guinea Bissau,BALANTA CUNDA,16/06/2022,(06) JUN 2022,6250,USD,0.68,USD,4218.78,a1Rt0000005TJQN
Guinea Bissau,BALANTA CUNDA,18/06/2022,(06) JUN 2022,2935,USD,0.68,USD,1981.14,a1Rt0000005TJQS
Guinea Bissau,BALANTA CUNDA,22/06/2022,(06) JUN 2022,3838,USD,0.68,USD,2590.67,a1Rt0000005TJQX
Guinea Bissau,BALANTA CUNDA,2/5/2022,(05) MAY 2022,4377,USD,0.68,USD,2954.49,a1Rt0000005TJQc
Guinea Bissau,AGRO-BIGENE COOABI,13/04/2022,(04) APR 2022,554000,USD,0.68,USD,373952.37,a1Rt0000005TJQh
Guinea Bissau,LAMPADA DE CAMPO,27/06/2022,(06) JUN 2022,270045,USD,0.9,USD,243042.04,a1Rt0000005TJQm
Guinea Bissau,LAMPADA DE CAMPO,27/06/2022,(06) JUN 2022,300050,USD,0.9,USD,270046.71,a1Rt0000005TJQr
Guinea Bissau,LAMPADA DE CAMPO,27/06/2022,(06) JUN 2022,130050,USD,0.9,USD,117045.74,a1Rt0000005TJQw
Guinea Bissau,LAMPADA DE CAMPO,27/06/2022,(06) JUN 2022,50065,USD,0.9,USD,45058.79,a1Rt0000005TJR1
Guinea Bissau,LAMPADA DE CAMPO,27/06/2022,(06) JUN 2022,200005,USD,0.9,USD,180005.64,a1Rt0000005TJR6
Gambia,KWCFCS - KIANG,5/6/2022,(06) JUN 2022,2062.5,USD,1.21,USD,2495.9,a1Rt0000005TJdq
Guinea Bissau,LAMPADA DE CAMPO,26/06/2022,(06) JUN 2022,500055,USD,0.9,USD,450052.35,a1Rt0000005TJdv
Guinea Bissau,AGRICOLA CJAM,17/05/2022,(05) MAY 2022,958600,USD,0.81,USD,776470.91,a1Rt0000005TJeU
Guinea Bissau,AGRICOLA CJAM,17/05/2022,(05) MAY 2022,497100,USD,0.81,USD,402653.55,a1Rt0000005TJeV
Senegal,BALUH-NA,23/06/2022,(06) JUN 2022,185000,USD,1.01,USD,186481.18,a1Rt0000005TJhs
Senegal,BALUH-NA,25/06/2022,(06) JUN 2022,104000,USD,1.02,USD,105768.67,a1Rt0000005TJht
Senegal,BALUH-NA,28/06/2022,(06) JUN 2022,90000,USD,1.02,USD,91530.58,a1Rt0000005TJhu
Guinea Bissau,WAQUILARE,25/05/2022,(05) MAY 2022,225078,USD,0.81,USD,182314.33,a1Rt0000005TJi2
Guinea Bissau,LAMPADA DE CAMPO,29/06/2022,(06) JUN 2022,65025,USD,0.9,USD,58522.87,a1Rt0000005TJrd
Guinea Bissau,BUWONDENA,21/06/2022,(06) JUN 2022,5750.5,USD,0.9,USD,5175.48,a1Rt0000005TJsW
Senegal,FAMVI,25/06/2022,(06) JUN 2022,150000,USD,1.17,USD,175501.11,a1Rt0000005TK4c
Senegal,FAMVI,26/06/2022,(06) JUN 2022,114000,USD,1.08,USD,123120.78,a1Rt0000005TK4d
Senegal,AJAC LUKAL,10/6/2022,(06) JUN 2022,485000,USD,0.99,USD,480153.04,a1Rt0000005TK4r
Senegal,AJAC LUKAL,15/06/2022,(06) JUN 2022,655000,USD,0.95,USD,624873.95,a1Rt0000005TK4w
Senegal,AJAC LUKAL,15/06/2022,(06) JUN 2022,125000,USD,1.08,USD,135000.85,a1Rt0000005TK4x
Senegal,AJAC LUKAL,20/06/2022,(06) JUN 2022,1492000,USD,0.99,USD,1477089.35,a1Rt0000005TK51
Senegal,AJAC LUKAL,24/06/2022,(06) JUN 2022,698000,USD,0.9,USD,628203.98,a1Rt0000005TK56
Senegal,AJAC LUKAL,24/06/2022,(06) JUN 2022,693000,USD,0.99,USD,686074.34,a1Rt0000005TK57
Senegal,AJAC LUKAL,28/06/2022,(06) JUN 2022,1122000,USD,0.81,USD,908825.75,a1Rt0000005TK5B
Guinea Bissau,BUWONDENA,24/06/2022,(06) JUN 2022,3934,USD,0.9,USD,3540.62,a1Rt0000005TK9D
Guinea Bissau,BUWONDENA,26/06/2022,(06) JUN 2022,2889,USD,0.9,USD,2600.12,a1Rt0000005TK9I
Guinea Bissau,BUWONDENA,28/06/2022,(06) JUN 2022,3121,USD,0.9,USD,2808.92,a1Rt0000005TK9N
Guinea Bissau,BUWONDENA,28/06/2022,(06) JUN 2022,6605,USD,0.9,USD,5944.54,a1Rt0000005TK9S
Guinea Bissau,BALANTA CUNDA,16/06/2022,(06) JUN 2022,27380,USD,0.9,USD,24642.16,a1Rt0000005TK9X
Guinea Bissau,BALANTA CUNDA,17/06/2022,(06) JUN 2022,37814,USD,0.9,USD,34032.82,a1Rt0000005TK9c
Guinea Bissau,BALANTA CUNDA,18/06/2022,(06) JUN 2022,35987,USD,0.9,USD,32388.5,a1Rt0000005TK9h
Guinea Bissau,BALANTA CUNDA,19/06/2022,(06) JUN 2022,22656,USD,0.9,USD,20390.53,a1Rt0000005TK9m
Guinea Bissau,BALANTA CUNDA,20/06/2022,(06) JUN 2022,33526,USD,0.9,USD,30173.59,a1Rt0000005TK9r
Guinea Bissau,BALANTA CUNDA,21/06/2022,(06) JUN 2022,38242,USD,0.9,USD,34418.02,a1Rt0000005TK9w
Guinea Bissau,AGRO-BIGENE COOABI,27/06/2022,(06) JUN 2022,1700,USD,0.72,USD,1224.01,a1Rt0000005TKA6
Guinea Bissau,AGRO-BIGENE COOABI,27/06/2022,(06) JUN 2022,800,USD,0.72,USD,576,a1Rt0000005TKAB
Guinea Bissau,AGRO-BIGENE COOABI,27/06/2022,(06) JUN 2022,1300,USD,0.72,USD,936.01,a1Rt0000005TKAG
Guinea Bissau,AGRO-BIGENE COOABI,27/06/2022,(06) JUN 2022,3250,USD,0.72,USD,2340.01,a1Rt0000005TKAL
Gambia,KWCFCS - KIANG,8/6/2022,(06) JUN 2022,3805,USD,1.17,USD,4456.03,a1Rt0000005TKAQ
Guinea Bissau,AGRO-BIGENE COOABI,4/4/2022,(04) APR 2022,445000,USD,0.68,USD,300376.9,a1Rt0000005TKZn
Guinea Bissau,CONGAI,7/6/2022,(06) JUN 2022,49867,USD,0.81,USD,40392.53,a1Rt0000005TKak
Guinea Bissau,CONGAI,1/6/2022,(06) JUN 2022,27890,USD,0.81,USD,22591.04,a1Rt0000005TKgi
Guinea Bissau,CONGAI,21/05/2022,(05) MAY 2022,11015,USD,0.72,USD,7930.85,a1Rt0000005TKgs
Guinea Bissau,CONGAI,22/05/2022,(05) MAY 2022,20989,USD,0.72,USD,15112.18,a1Rt0000005TKgx
Guinea Bissau,CONGAI,7/5/2022,(05) MAY 2022,5492,USD,0.68,USD,3707.12,a1Rt0000005TKhC
Guinea Bissau,CONGAI,7/5/2022,(05) MAY 2022,9663,USD,0.68,USD,6522.57,a1Rt0000005TKhD
Guinea Bissau,CONGAI,12/5/2022,(05) MAY 2022,7780,USD,0.68,USD,5251.53,a1Rt0000005TKhH
Guinea Bissau,CONGAI,12/5/2022,(05) MAY 2022,3894,USD,0.68,USD,2628.47,a1Rt0000005TKhI
Guinea Bissau,CONGAI,6/6/2022,(06) JUN 2022,53789,USD,0.81,USD,43569.37,a1Rt0000005TKhN
Guinea Bissau,CONGAI,7/6/2022,(06) JUN 2022,89684,USD,0.81,USD,72644.5,a1Rt0000005TKhR
Guinea Bissau,CONGAI,7/6/2022,(06) JUN 2022,91090,USD,0.81,USD,73783.37,a1Rt0000005TKhS
Guinea Bissau,CONGAI,5/6/2022,(06) JUN 2022,81667,USD,0.9,USD,73500.77,a1Rt0000005TKhW
Guinea Bissau,CONGAI,9/6/2022,(06) JUN 2022,83982,USD,0.9,USD,75584.28,a1Rt0000005TKhX
Guinea Bissau,CONGAI,4/5/2022,(05) MAY 2022,4350,USD,0.68,USD,2936.27,a1Rt0000005TKhb
Guinea Bissau,CONGAI,4/5/2022,(05) MAY 2022,6788,USD,0.68,USD,4581.93,a1Rt0000005TKhc
Guinea Bissau,CONGAI,8/6/2022,(06) JUN 2022,61680,USD,0.81,USD,49961.12,a1Rt0000005TKhg
Guinea Bissau,CONGAI,8/6/2022,(06) JUN 2022,65769,USD,0.81,USD,53273.23,a1Rt0000005TKhh
Guinea Bissau,CONGAI,9/6/2022,(06) JUN 2022,81667,USD,0.9,USD,73500.77,a1Rt0000005TKhl
Guinea Bissau,CONGAI,9/6/2022,(06) JUN 2022,83982,USD,0.9,USD,75584.28,a1Rt0000005TKhm
Guinea Bissau,CONGAI,6/6/2022,(06) JUN 2022,51654,USD,0.81,USD,41840,a1Rt0000005TKhq
Guinea Bissau,CONGAI,6/6/2022,(06) JUN 2022,53789,USD,0.81,USD,43569.37,a1Rt0000005TKhr
Guinea Bissau,CONGAI,17/06/2022,(06) JUN 2022,120658,USD,0.9,USD,108592.89,a1Rt0000005TKhv
Guinea Bissau,CONGAI,17/06/2022,(06) JUN 2022,90982,USD,0.9,USD,81884.32,a1Rt0000005TKhw
Guinea Bissau,CONGAI,13/06/2022,(06) JUN 2022,91678,USD,0.9,USD,82510.72,a1Rt0000005TKi0
Guinea Bissau,CONGAI,13/06/2022,(06) JUN 2022,93805,USD,0.9,USD,84425.03,a1Rt0000005TKi1
Guinea Bissau,CONGAI,12/6/2022,(06) JUN 2022,81005,USD,0.9,USD,72904.96,a1Rt0000005TKi5
Guinea Bissau,CONGAI,12/6/2022,(06) JUN 2022,84609,USD,0.9,USD,76148.58,a1Rt0000005TKi6
Guinea Bissau,CONGAI,10/6/2022,(06) JUN 2022,63760,USD,0.9,USD,57384.36,a1Rt0000005TKiA
Guinea Bissau,CONGAI,10/6/2022,(06) JUN 2022,78892,USD,0.9,USD,71003.25,a1Rt0000005TKiB
Guinea Bissau,CONGAI,10/6/2022,(06) JUN 2022,50786,USD,0.9,USD,45707.69,a1Rt0000005TKiF
Guinea Bissau,CONGAI,10/6/2022,(06) JUN 2022,62891,USD,0.9,USD,56602.26,a1Rt0000005TKiG
Guinea Bissau,CONGAI,11/6/2022,(06) JUN 2022,74354,USD,0.9,USD,66919.02,a1Rt0000005TKiL
Guinea Bissau,CONGAI,9/6/2022,(06) JUN 2022,79684,USD,0.9,USD,71716.05,a1Rt0000005TKiP
Guinea Bissau,CONGAI,9/6/2022,(06) JUN 2022,70985,USD,0.9,USD,63886.9,a1Rt0000005TKiQ
Guinea Bissau,CONGAI,9/6/2022,(06) JUN 2022,68198,USD,0.9,USD,61378.59,a1Rt0000005TKiU
Guinea Bissau,CONGAI,9/6/2022,(06) JUN 2022,72896,USD,0.9,USD,65606.82,a1Rt0000005TKiV
Guinea Bissau,CONGAI,8/6/2022,(06) JUN 2022,70981,USD,0.81,USD,57494.97,a1Rt0000005TKiZ
Guinea Bissau,CONGAI,8/6/2022,(06) JUN 2022,55679,USD,0.81,USD,45100.28,a1Rt0000005TKia
Guinea Bissau,CONGAI,7/6/2022,(06) JUN 2022,49867,USD,0.81,USD,40392.53,a1Rt0000005TKie
Guinea Bissau,CONGAI,7/6/2022,(06) JUN 2022,52990,USD,0.81,USD,42922.17,a1Rt0000005TKif
Guinea Bissau,N'DELUGAN,5/7/2022,(07) JUL 2022,84700,USD,0.9,USD,76230.48,a1Rt0000005TKij
Guinea Bissau,N'DELUGAN,5/7/2022,(07) JUL 2022,87400,USD,0.81,USD,70794.45,a1Rt0000005TKio
Guinea Bissau,N'DELUGAN,5/7/2022,(07) JUL 2022,47850,USD,0.81,USD,38758.75,a1Rt0000005TKit
Guinea Bissau,N'DELUGAN,5/7/2022,(07) JUL 2022,72345,USD,0.81,USD,58599.82,a1Rt0000005TKiy
Guinea Bissau,N'DELUGAN,5/7/2022,(07) JUL 2022,86900,USD,0.9,USD,78210.49,a1Rt0000005TKj3
Guinea Bissau,N'DELUGAN,5/7/2022,(07) JUL 2022,67850,USD,0.9,USD,61065.39,a1Rt0000005TKj8
Guinea Bissau,N'DELUGAN,5/7/2022,(07) JUL 2022,82750,USD,0.9,USD,74475.47,a1Rt0000005TKjD
Guinea Bissau,N'DELUGAN,5/7/2022,(07) JUL 2022,83425,USD,0.81,USD,67574.68,a1Rt0000005TKjI
Guinea Bissau,N'DELUGAN,5/7/2022,(07) JUL 2022,76585,USD,0.81,USD,62034.24,a1Rt0000005TKjN
Guinea Bissau,BUWONDENA,17/06/2022,(06) JUN 2022,13755,USD,0.9,USD,12379.58,a1Rt0000005TKpa
Guinea Bissau,BUWONDENA,8/6/2022,(06) JUN 2022,9770,USD,0.9,USD,8793.06,a1Rt0000005TKpf
Guinea Bissau,BUWONDENA,6/6/2022,(06) JUN 2022,21000.5,USD,0.9,USD,18900.57,a1Rt0000005TKpk
Guinea Bissau,CONGAI,9/6/2022,(06) JUN 2022,60996,USD,0.81,USD,49407.07,a1Rt0000005TKrH
Guinea Bissau,CONGAI,9/6/2022,(06) JUN 2022,72062,USD,0.81,USD,58370.59,a1Rt0000005TKrI
Guinea Bissau,CONGAI,9/6/2022,(06) JUN 2022,80457,USD,0.9,USD,72411.76,a1Rt0000005TKrM
Guinea Bissau,CONGAI,9/6/2022,(06) JUN 2022,73964,USD,0.9,USD,66568.02,a1Rt0000005TKrN
Guinea Bissau,CONGAI,22/06/2022,(06) JUN 2022,196859,USD,0.9,USD,177174.22,a1Rt0000005TKsZ
Guinea Bissau,CONGAI,22/06/2022,(06) JUN 2022,188691,USD,0.9,USD,169822.97,a1Rt0000005TKsa
Guinea Bissau,CONGAI,22/06/2022,(06) JUN 2022,198968,USD,0.9,USD,179072.33,a1Rt0000005TKse
Guinea Bissau,CONGAI,22/06/2022,(06) JUN 2022,197896,USD,0.9,USD,178107.53,a1Rt0000005TKsf
Guinea Bissau,CONGAI,23/06/2022,(06) JUN 2022,189865,USD,0.9,USD,170879.58,a1Rt0000005TKsj
Guinea Bissau,CONGAI,23/06/2022,(06) JUN 2022,190996,USD,0.9,USD,171897.49,a1Rt0000005TKsk
Guinea Bissau,CONGAI,24/06/2022,(06) JUN 2022,136890,USD,0.9,USD,123201.78,a1Rt0000005TKso
Guinea Bissau,CONGAI,24/06/2022,(06) JUN 2022,178972,USD,0.9,USD,161075.82,a1Rt0000005TKsp
Guinea Bissau,CONGAI,25/06/2022,(06) JUN 2022,129865,USD,0.9,USD,116879.24,a1Rt0000005TKst
Guinea Bissau,CONGAI,25/06/2022,(06) JUN 2022,155978,USD,0.9,USD,140381.09,a1Rt0000005TKsu
Guinea Bissau,CONGAI,28/06/2022,(06) JUN 2022,110698,USD,0.9,USD,99628.83,a1Rt0000005TKsy
Guinea Bissau,CONGAI,28/06/2022,(06) JUN 2022,185459,USD,0.9,USD,166914.16,a1Rt0000005TKsz
Guinea Bissau,CONGAI,29/06/2022,(06) JUN 2022,186897,USD,0.9,USD,168208.36,a1Rt0000005TKt3
Guinea Bissau,CONGAI,29/06/2022,(06) JUN 2022,191659,USD,0.9,USD,172494.19,a1Rt0000005TKt4
Guinea Bissau,CONGAI,22/06/2022,(06) JUN 2022,196878,USD,0.9,USD,177191.32,a1Rt0000005TKt8
Guinea Bissau,CONGAI,22/06/2022,(06) JUN 2022,198679,USD,0.9,USD,178812.23,a1Rt0000005TKt9
Gambia,KWCFCS - KIANG,15/06/2022,(06) JUN 2022,2662,USD,1.17,USD,3117.46,a1Rt0000005TKvO
Guinea Bissau,CONGAI,23/06/2022,(06) JUN 2022,156879,USD,0.9,USD,141191.99,a1Rt0000005TKw7
Guinea Bissau,CONGAI,23/06/2022,(06) JUN 2022,179853,USD,0.9,USD,161868.72,a1Rt0000005TKw8
Guinea Bissau,CONGAI,23/06/2022,(06) JUN 2022,176830,USD,0.9,USD,159148.01,a1Rt0000005TKwC
Guinea Bissau,CONGAI,23/06/2022,(06) JUN 2022,188940,USD,0.9,USD,170047.08,a1Rt0000005TKwD
Guinea Bissau,CONGAI,25/06/2022,(06) JUN 2022,188649,USD,0.9,USD,169785.17,a1Rt0000005TKwM
Guinea Bissau,CONGAI,25/06/2022,(06) JUN 2022,197584,USD,0.9,USD,177826.73,a1Rt0000005TKwN
Guinea Bissau,CONGAI,27/06/2022,(06) JUN 2022,180660,USD,0.9,USD,162595.03,a1Rt0000005TKwR
Guinea Bissau,CONGAI,27/06/2022,(06) JUN 2022,159890,USD,0.9,USD,143901.91,a1Rt0000005TKwS
Guinea Bissau,CONGAI,29/06/2022,(06) JUN 2022,198647,USD,0.9,USD,178783.43,a1Rt0000005TKwW
Guinea Bissau,CONGAI,29/06/2022,(06) JUN 2022,188976,USD,0.9,USD,170079.48,a1Rt0000005TKwX
Guinea Bissau,CONGAI,22/06/2022,(06) JUN 2022,189978,USD,0.9,USD,170981.28,a1Rt0000005TKwb
Guinea Bissau,CONGAI,22/06/2022,(06) JUN 2022,196965,USD,0.9,USD,177269.62,a1Rt0000005TKwc
Guinea Bissau,CONGAI,22/06/2022,(06) JUN 2022,187964,USD,0.9,USD,169168.67,a1Rt0000005TKwg
Guinea Bissau,CONGAI,22/06/2022,(06) JUN 2022,198789,USD,0.9,USD,178911.23,a1Rt0000005TKwh
Gambia,NCSKCS - NDARR,15/06/2022,(06) JUN 2022,1500,USD,1.07,USD,1610.26,a1Rt0000005TL2F
Gambia,NCSKCS - NDARR,15/06/2022,(06) JUN 2022,300,USD,1.07,USD,322.05,a1Rt0000005TL2G
Gambia,NCSKCS - NDARR,15/06/2022,(06) JUN 2022,700,USD,1.07,USD,751.45,a1Rt0000005TL2H
Gambia,NCSKCS - NDARR,15/06/2022,(06) JUN 2022,428,USD,1.07,USD,459.46,a1Rt0000005TL2I
Gambia,NCSKCS - NDARR,15/06/2022,(06) JUN 2022,728,USD,1.07,USD,781.51,a1Rt0000005TL2J
Gambia,NCSKCS - NDARR,15/06/2022,(06) JUN 2022,414,USD,1.07,USD,444.43,a1Rt0000005TL2K
Gambia,NCSKCS - NDARR,16/06/2022,(06) JUN 2022,606,USD,1.07,USD,650.54,a1Rt0000005TL2L
Gambia,NCSKCS - NDARR,16/06/2022,(06) JUN 2022,346,USD,1.07,USD,371.43,a1Rt0000005TL2M
Gambia,NCSKCS - NDARR,16/06/2022,(06) JUN 2022,1012,USD,1.07,USD,1086.39,a1Rt0000005TL2N
Gambia,NCSKCS - NDARR,16/06/2022,(06) JUN 2022,768,USD,1.07,USD,824.45,a1Rt0000005TL2O
Gambia,NCSKCS - NDARR,16/06/2022,(06) JUN 2022,1052,USD,1.07,USD,1129.33,a1Rt0000005TL2P
Gambia,NCSKCS - NDARR,16/06/2022,(06) JUN 2022,954,USD,1.07,USD,1024.13,a1Rt0000005TL2Q
Gambia,NCSKCS - NDARR,16/06/2022,(06) JUN 2022,810,USD,1.07,USD,869.54,a1Rt0000005TL2R
Gambia,NCSKCS - NDARR,16/06/2022,(06) JUN 2022,526,USD,1.07,USD,564.66,a1Rt0000005TL2S
Gambia,NCSKCS - NDARR,16/06/2022,(06) JUN 2022,1728,USD,1.07,USD,1855.02,a1Rt0000005TL2T
Guinea Bissau,CONGAI,22/06/2022,(06) JUN 2022,205685,USD,0.9,USD,185117.67,a1Rt0000005TL4f
Guinea Bissau,CONGAI,22/06/2022,(06) JUN 2022,198890,USD,0.9,USD,179002.13,a1Rt0000005TL4g
Guinea Bissau,CONGAI,22/06/2022,(06) JUN 2022,215960,USD,0.9,USD,194365.23,a1Rt0000005TL4k
Guinea Bissau,CONGAI,22/06/2022,(06) JUN 2022,125875,USD,0.9,USD,113288.22,a1Rt0000005TL4l
Guinea Bissau,CONGAI,22/06/2022,(06) JUN 2022,199897,USD,0.9,USD,179908.44,a1Rt0000005TL4p
Guinea Bissau,CONGAI,22/06/2022,(06) JUN 2022,209890,USD,0.9,USD,188902.2,a1Rt0000005TL4q
Guinea Bissau,CONGAI,22/06/2022,(06) JUN 2022,198679,USD,0.9,USD,178812.23,a1Rt0000005TL4u
Guinea Bissau,CONGAI,22/06/2022,(06) JUN 2022,206892,USD,0.9,USD,186203.98,a1Rt0000005TL4v
Guinea Bissau,CONGAI,23/06/2022,(06) JUN 2022,199650,USD,0.9,USD,179686.14,a1Rt0000005TL4z
Guinea Bissau,CONGAI,23/06/2022,(06) JUN 2022,189897,USD,0.9,USD,170908.38,a1Rt0000005TL50
Guinea Bissau,CONGAI,24/06/2022,(06) JUN 2022,190870,USD,0.9,USD,171784.09,a1Rt0000005TL54
Guinea Bissau,CONGAI,24/06/2022,(06) JUN 2022,210650,USD,0.9,USD,189586.2,a1Rt0000005TL55
Guinea Bissau,CONGAI,25/06/2022,(06) JUN 2022,198875,USD,0.9,USD,178988.63,a1Rt0000005TL59
Guinea Bissau,CONGAI,25/06/2022,(06) JUN 2022,196987,USD,0.9,USD,177289.42,a1Rt0000005TL5A
Guinea Bissau,CONGAI,26/06/2022,(06) JUN 2022,196898,USD,0.9,USD,177209.32,a1Rt0000005TL5E
Guinea Bissau,CONGAI,26/06/2022,(06) JUN 2022,199856,USD,0.9,USD,179871.54,a1Rt0000005TL5F
Guinea Bissau,CONGAI,26/06/2022,(06) JUN 2022,178788,USD,0.9,USD,160910.22,a1Rt0000005TL5J
Guinea Bissau,CONGAI,26/06/2022,(06) JUN 2022,195896,USD,0.9,USD,176307.52,a1Rt0000005TL5K
Guinea Bissau,CONGAI,27/06/2022,(06) JUN 2022,190650,USD,0.9,USD,171586.09,a1Rt0000005TL5O
Guinea Bissau,CONGAI,27/06/2022,(06) JUN 2022,198967,USD,0.9,USD,179071.43,a1Rt0000005TL5P
Guinea Bissau,CONGAI,28/06/2022,(06) JUN 2022,190865,USD,0.9,USD,171779.59,a1Rt0000005TL5T
Guinea Bissau,CONGAI,28/06/2022,(06) JUN 2022,199890,USD,0.9,USD,179902.14,a1Rt0000005TL5U
Guinea Bissau,CONGAI,29/06/2022,(06) JUN 2022,198978,USD,0.9,USD,179081.33,a1Rt0000005TL5Y
Guinea Bissau,CONGAI,29/06/2022,(06) JUN 2022,205689,USD,0.9,USD,185121.27,a1Rt0000005TL5Z
Guinea Bissau,BUWONDENA,29/06/2022,(06) JUN 2022,31300,USD,0.86,USD,26761.67,a1Rt0000005TLF9
Guinea Bissau,BUWONDENA,1/7/2022,(07) JUL 2022,31245,USD,0.86,USD,26714.64,a1Rt0000005TLFE
Guinea Bissau,BUWONDENA,3/7/2022,(07) JUL 2022,24530,USD,0.86,USD,20973.28,a1Rt0000005TLFJ
Guinea Bissau,BUWONDENA,5/7/2022,(07) JUL 2022,21130,USD,0.86,USD,18066.26,a1Rt0000005TLFO
Guinea Bissau,BUWONDENA,29/06/2022,(06) JUN 2022,39135,USD,0.81,USD,31699.55,a1Rt0000005TLFT
Guinea Bissau,BUWONDENA,1/7/2022,(07) JUL 2022,31820,USD,0.81,USD,25774.36,a1Rt0000005TLFY
Guinea Bissau,BUWONDENA,5/7/2022,(07) JUL 2022,41000,USD,0.81,USD,33210.21,a1Rt0000005TLFd
Guinea Bissau,BALANTA CUNDA,28/06/2022,(06) JUN 2022,36844,USD,0.9,USD,33159.81,a1Rt0000005TLFi
Guinea Bissau,BALANTA CUNDA,29/06/2022,(06) JUN 2022,33965,USD,0.9,USD,30568.69,a1Rt0000005TLFn
Guinea Bissau,BALANTA CUNDA,1/7/2022,(07) JUL 2022,22626,USD,0.9,USD,20363.53,a1Rt0000005TLFs
Guinea Bissau,BALANTA CUNDA,2/7/2022,(07) JUL 2022,37358,USD,0.9,USD,33622.41,a1Rt0000005TLFx
Guinea Bissau,BALANTA CUNDA,3/7/2022,(07) JUL 2022,38644,USD,0.9,USD,34779.82,a1Rt0000005TLG2
Guinea Bissau,AGRICOLA CJAM,9/6/2022,(06) JUN 2022,873,USD,0.81,USD,707.13,a1Rt0000005TLHK
Guinea Bissau,AGRICOLA CJAM,9/6/2022,(06) JUN 2022,872,USD,0.81,USD,706.32,a1Rt0000005TLHL
Guinea Bissau,AGRICOLA CJAM,17/06/2022,(06) JUN 2022,7825,USD,0.72,USD,5634.04,a1Rt0000005TLHP
Guinea Bissau,AGRICOLA CJAM,17/06/2022,(06) JUN 2022,359,USD,0.81,USD,290.79,a1Rt0000005TLHQ
Guinea Bissau,AGRICOLA CJAM,19/06/2022,(06) JUN 2022,958.25,USD,0.81,USD,776.19,a1Rt0000005TLHU
Guinea Bissau,AGRICOLA CJAM,19/06/2022,(06) JUN 2022,589,USD,0.81,USD,477.09,a1Rt0000005TLHV
Guinea Bissau,AGRICOLA CJAM,12/6/2022,(06) JUN 2022,785,USD,0.81,USD,635.85,a1Rt0000005TLHZ
Guinea Bissau,AGRICOLA CJAM,12/6/2022,(06) JUN 2022,648,USD,0.81,USD,524.88,a1Rt0000005TLHa
Guinea Bissau,AGRICOLA CJAM,5/6/2022,(06) JUN 2022,1470,USD,0.81,USD,1190.71,a1Rt0000005TLHe
Guinea Bissau,AGRICOLA CJAM,5/6/2022,(06) JUN 2022,985,USD,0.81,USD,797.86,a1Rt0000005TLHf
Guinea Bissau,AGRICOLA CJAM,19/06/2022,(06) JUN 2022,873.8,USD,0.81,USD,707.78,a1Rt0000005TLHj
Guinea Bissau,AGRICOLA CJAM,19/06/2022,(06) JUN 2022,958.25,USD,0.81,USD,776.19,a1Rt0000005TLHk
Guinea Bissau,AGRICOLA CJAM,20/06/2022,(06) JUN 2022,689,USD,0.81,USD,558.09,a1Rt0000005TLHo
Guinea Bissau,AGRICOLA CJAM,20/06/2022,(06) JUN 2022,865,USD,0.81,USD,700.65,a1Rt0000005TLHp
Guinea Bissau,AGRICOLA CJAM,20/06/2022,(06) JUN 2022,450,USD,0.81,USD,364.5,a1Rt0000005TLHt
Guinea Bissau,AGRICOLA CJAM,20/06/2022,(06) JUN 2022,987,USD,0.81,USD,799.48,a1Rt0000005TLHu
Guinea Bissau,AGRICOLA CJAM,21/06/2022,(06) JUN 2022,859,USD,0.81,USD,695.79,a1Rt0000005TLHy
Guinea Bissau,AGRICOLA CJAM,21/06/2022,(06) JUN 2022,736,USD,0.81,USD,596.16,a1Rt0000005TLHz
Guinea Bissau,AGRICOLA CJAM,2/6/2022,(06) JUN 2022,1550,USD,0.81,USD,1255.51,a1Rt0000005TLI3
Guinea Bissau,AGRICOLA CJAM,2/6/2022,(06) JUN 2022,378.5,USD,0.81,USD,306.59,a1Rt0000005TLI4
Guinea Bissau,AGRICOLA CJAM,11/6/2022,(06) JUN 2022,1700,USD,0.72,USD,1224.01,a1Rt0000005TLI8
Guinea Bissau,AGRICOLA CJAM,11/6/2022,(06) JUN 2022,580,USD,0.81,USD,469.8,a1Rt0000005TLI9
Guinea Bissau,AGRICOLA CJAM,13/06/2022,(06) JUN 2022,275,USD,0.72,USD,198,a1Rt0000005TLID
Guinea Bissau,AGRICOLA CJAM,13/06/2022,(06) JUN 2022,200,USD,0.81,USD,162,a1Rt0000005TLIE
